,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,GetAutoLADC.-.max.ODP,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FS.DET1.DIT,SEQ.FS.INS.SFL.NAME,SEQ.FS.INS.SFN.NAME,SEQ.FS.SKY.DURATION,SEQ.FS.TARG.DURATION,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD,Temperature
943,0.0,0.0,2000.0,2000.0,0.0,0.0,7.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,0.0,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.5,0.7,4.6,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,114050.899,-95502.671,2000.0,0.003483,-0.016153,289.94
944,0.0,0.0,2000.0,2000.0,0.0,0.0,7.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.0209913893e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.31,0.03,7.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,164117.241,-512349.522,2000.0,-0.016741,-0.027483,289.96
946,0.0,0.0,2000.0,2000.0,0.0,0.0,7.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.56114768322e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.31,0.03,7.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,164117.241,-512349.522,2000.0,-0.016741,-0.027483,289.96
980,0.0,0.0,2000.0,2000.0,0.0,0.0,4.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.71307812821e-07,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,28.1,4.1,2.7,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,92312.251,-285001.879,2000.0,-0.127776,0.021673,289.84
982,0.0,0.0,2000.0,2000.0,0.0,0.0,4.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,28.1,4.1,2.7,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,92312.251,-285001.879,2000.0,-0.127776,0.021673,
984,0.0,0.0,2000.0,2000.0,0.0,0.0,6.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.361502908843155e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,6.0,45.0,5.4,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,113325.44,-701141.239,2000.0,-0.038594,-0.000238,289.87
987,0.0,0.0,2000.0,2000.0,0.0,0.0,6.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.167681898869592e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,6.0,45.0,5.4,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,113325.44,-701141.239,2000.0,-0.038594,-0.000238,289.815
990,0.0,0.0,2000.0,2000.0,0.0,0.0,6.3,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.600003143860392e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,6.0,45.0,5.4,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,113325.44,-701141.239,2000.0,-0.038594,-0.000238,289.08
992,0.0,0.0,2000.0,2000.0,0.0,0.0,6.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,7.84512836041003e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,30.6,5.0,2.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,105246.42,-681237.22,2000.0,-0.037938,0.018078,289.83
997,0.0,0.0,2000.0,2000.0,0.0,0.0,10.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,8.38696229027511e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.04,0.005,9.6,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,111355.529,-531746.513,2000.0,-0.003553,0.004343,289.845
999,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,7.680042794121006e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.7,0.96,4.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,151028.345,-570758.068,2000.0,-0.029271,-0.04893,289.09
1002,0.0,0.0,2000.0,2000.0,0.0,0.0,7.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.463061760050391e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,0.31,0.03,7.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,164117.241,-512349.522,2000.0,-0.016741,-0.027483,289.08
1084,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,4.267626239009403e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,59.0,5.59,2.29,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,105643.05,-370815.9,2000.0,0.0743,-0.125,289.51
1085,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.427427136284186e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,59.0,5.59,2.29,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,105643.05,-370815.9,2000.0,0.0743,-0.125,289.51
1086,0.0,0.0,2000.0,2000.0,0.0,0.0,6.43,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.433246896041453e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,17.5,2.85,3.0,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,110734.13,-483823.9,2000.0,-0.015733,0.022457,288.91
1087,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.173092361373882e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,217.05,32.01,0.3,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122121.61,-602404.1,2000.0,-0.000171,9.2e-05,288.895
1088,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,5.5145481224736026e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,217.05,32.01,0.3,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122121.61,-602404.1,2000.0,-0.000171,9.2e-05,289.54
1089,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.9045288380528256e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,217.05,32.01,0.3,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,122121.61,-602404.1,2000.0,-0.000171,9.2e-05,289.54
1097,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,
1098,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,
1099,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.70373052658e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,288.89
1100,0.0,0.0,2000.0,2000.0,0.0,0.0,8.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.83426315661e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,518.0,73.0,0.99,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,93113.31,-570203.7,2000.0,-0.0325,0.00587,288.89
1102,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,59.0,5.59,2.29,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,105643.05,-370815.9,2000.0,0.0743,-0.125,
1103,0.0,0.0,2000.0,2000.0,0.0,0.0,4.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.41662255363e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,59.0,5.59,2.29,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,105643.05,-370815.9,2000.0,0.0743,-0.125,288.89
1104,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.06244300386e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,289.375
1107,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,
1117,0.0,0.0,2000.0,2000.0,0.0,0.0,8.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,518.0,73.0,0.99,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,93113.31,-570203.7,2000.0,-0.0325,0.00587,
1120,0.0,0.0,2000.0,2000.0,0.0,0.0,8.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.54937536021e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,518.0,73.0,0.99,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,93113.31,-570203.7,2000.0,-0.0325,0.00587,288.825
1122,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.12481254735e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,288.84
1123,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,8.87012300705e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,288.84
1124,0.0,0.0,2000.0,2000.0,0.0,0.0,2.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,8.82823246125e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,90.0,6.0,2.2,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155508.56,-632550.6,2000.0,-0.189,-0.402,288.845
1130,0.0,0.0,2000.0,2000.0,0.0,0.0,1.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.98948991917e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,153.0,22.0,0.8,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,173719.12,-425952.1,2000.0,0.00554,-0.00312,288.835
1132,0.0,0.0,2000.0,2000.0,0.0,0.0,1.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,9.62278480153e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,153.0,22.0,0.8,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,173719.12,-425952.1,2000.0,0.00554,-0.00312,288.83
1150,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,69.0,21.0,1.8,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,84307.34,-454830.5,2000.0,-0.00497,0.00478,
1152,0.0,0.0,2000.0,2000.0,0.0,0.0,9.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.1488103923350375e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,67.0,171.0,3.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,85614.17,-444310.7,2000.0,-0.00896,0.00729,288.8
1154,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.085481803706037e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,69.0,21.0,1.8,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,84307.34,-454830.5,2000.0,-0.00497,0.00478,288.795
1156,0.0,0.0,2000.0,2000.0,0.0,0.0,9.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.2956379274154263e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,67.0,171.0,3.5,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,85614.17,-444310.7,2000.0,-0.00896,0.00729,288.795
1158,0.0,0.0,2000.0,2000.0,0.0,0.0,9.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.1807795091382496e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,22.0,65.0,1.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,125922.37,-611646.4,2000.0,-0.00438,-0.000763,288.79
1160,134258.328,-620855.209,2000.0,2000.0,-0.0051,-0.002,12.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,2.0331248938943355e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,20.0,240.0,6.4,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,134301.704,-620851.23,2000.0,0.0,0.0,288.79
1163,0.0,0.0,2000.0,2000.0,0.0,0.0,7.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.930592535503004e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,130.0,15.0,1.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,131817.72,-611941.4,2000.0,-0.00454,0.00839,288.795
1165,0.0,0.0,2000.0,2000.0,0.0,0.0,7.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.9135041629620516e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,130.0,15.0,1.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,131817.72,-611941.4,2000.0,-0.00454,0.00839,288.795
1166,0.0,0.0,2000.0,2000.0,0.0,0.0,7.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.887118414835166e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,130.0,15.0,1.42,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,131817.72,-611941.4,2000.0,-0.00454,0.00839,288.79
1168,0.0,0.0,2000.0,2000.0,0.0,0.0,8.43,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.8535107662439064e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2.49,305.57,5.258,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155522.53,-244012.9,2000.0,-0.00994,-0.00708,288.79
1170,0.0,0.0,2000.0,2000.0,0.0,0.0,10.14,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,3.5528281211781284e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,1.4,0.73,7.0,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,155836.91,-225715.2,2000.0,-0.0109,-0.021,288.79
1176,0.0,0.0,2000.0,2000.0,0.0,0.0,7.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.2500398544039484e-06,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,130.0,15.0,-0.1,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,131817.72,-611941.4,2000.0,-0.00454,0.00839,288.79
1177,0.0,0.0,2000.0,2000.0,0.0,0.0,1.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,1.5037229643663567e-05,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,10000.0,2500.0,-4.1,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,162924.45,-262555.2,2000.0,-0.0121,-0.0233,288.79
1178,0.0,0.0,2000.0,2000.0,0.0,0.0,1.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,6.568084108389492e-08,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,10000.0,2500.0,-4.1,1.0,0.0,1.0,4.5,0.0,0.0,12.0,0.0,0.0,162924.45,-262555.2,2000.0,-0.0121,-0.0233,288.79
